0.73679, 51.33462, Sittingbourne Memorial Hospital, GB-United Kingdom, +44 1795 418300
-3.24691, 54.98823, Annan Hospital, GB-United Kingdom, +44 1461 203425
-0.80647, 53.06790, Newark Hospital The, GB-United Kingdom, +44 1636 681681
-3.20789, 54.13639, Morcambe Bay Hospital NHS Trust, GB-United Kingdom, +44 1229 870870
-2.78552, 56.33631, Memorial Hospital, GB-United Kingdom, +44 1334 472327
-0.15032, 51.52078, King Edward VIIs Hospital Sister Agnus, GB-United Kingdom, +44 20 7486 4411
-0.57704, 51.25235, Blackwater Valley and Hart Primary Care Trust, GB-United Kingdom, +44 1483 783141
-3.78487, 56.12442, Sauchie Hospital, GB-United Kingdom, +44 1259 722060
-2.51611, 51.46890, Cossham Family Planning Clinic, GB-United Kingdom, +44 117 967 1661
-2.11398, 52.81177, South Staff Health Care, GB-United Kingdom, +44 1785 257888
-1.21572, 51.75669, Oxford Centre For Foot and Ankle Medicine, GB-United Kingdom, +44 1865 761188
-2.51983, 53.26195, Northwich Victoria Infirmary, GB-United Kingdom, +44 1606 564000
-1.15093, 60.15443, Montfield Hospital, GB-United Kingdom, +44 1595 743000
-0.14948, 51.51822, London Welbeck Hospital The, GB-United Kingdom, +44 20 7224 2242
-0.12451, 51.51401, Health Audit International Ltd, GB-United Kingdom, +44 20 7836 3234
-2.51984, 50.94967, Yeatman Hospital, GB-United Kingdom, +44 1935 813991
-2.71442, 52.37368, Ludlow Community Hospital, GB-United Kingdom, +44 1584 872201
-1.84289, 54.87121, Derwentside Primary Care Trust, GB-United Kingdom, +44 1207 594458
-1.79118, 50.74485, Christchurch Hospital, GB-United Kingdom, +44 1202 486361
-0.38019, 51.50223, Southall Norward Hospital, GB-United Kingdom, +44 20 8571 6110
-4.31089, 55.88444, Homoeopathic Hospital, GB-United Kingdom, +44 141 211 1600
-2.99816, 51.57979, Royal Gwent Hospital, GB-United Kingdom, +44 1633 234234
-1.49009, 52.92427, Audrey House, GB-United Kingdom, +44 1332 293223
-1.81365, 53.92284, Coronation Hospital, GB-United Kingdom, +44 1943 609666
-1.71340, 52.19529, GUM HIV AIDS - Stratford On Avon, GB-United Kingdom, +44 1789 414068
-4.48972, 54.15206, Nobles Hospital Westmoreland Road Douglas, GB-United Kingdom, +44 1624-64264
-3.94174, 55.77372, Wishaw General Hospital, GB-United Kingdom, +44 1698 361100
0.03534, 51.62803, Fairfield Clinic, GB-United Kingdom, +44 20 8505 4641
-6.43104, 57.46962, Gesto Hospital, GB-United Kingdom, +44 1470 582262
-2.12138, 53.64028, Birch Hill Hospital, GB-United Kingdom, +44 1706 377777
-3.17337, 55.83482, Rosslynlee Hospital, GB-United Kingdom, +44 131 536 7600
-3.01391, 56.45746, Fernbrae Hospital, GB-United Kingdom, +44 1382 667203
-2.09286, 57.17748, Balgownie Day Hospital, GB-United Kingdom, +44 1224 703237
-4.05019, 54.83474, Kirkcudbright District Hospital, GB-United Kingdom, +44 1557 330549
-3.51404, 55.94537, Huntercomd Edinburgh Hospital, GB-United Kingdom, +44 1506 856023
-3.54941, 50.71241, Franklyn Hospital, GB-United Kingdom, +44 1392 208400
-3.40989, 53.18605, Denbigh Community Hospital, GB-United Kingdom, +44 1745 818100
-2.70416, 52.06647, Wye Valley Nuffield Hospital The, GB-United Kingdom, +44 1432 355131
0.44772, 52.75780, Sandringham Hospital The, GB-United Kingdom, +44 1553 769770
-1.17854, 52.65600, Glenfield Hospital, GB-United Kingdom, +44 116 287 1471
-1.17856, 52.65602, Leicester Frith Hospital, GB-United Kingdom, +44 116 225 5200
-1.95705, 53.45134, Woods Hospital, GB-United Kingdom, +44 1457 860783
-4.43674, 51.83586, Werndale Private Hospital, GB-United Kingdom, +44 1267 211500
-4.59477, 55.94866, Dumbarton Joint Hospital, GB-United Kingdom, +44 1389 604100
-2.32691, 53.36707, Altrincham Priory Hospital, GB-United Kingdom, +44 161 904 0050
-1.99010, 52.52835, Sandwell District General Hospital All Saints Way West Bromwich, GB-United Kingdom, +44 121-553183
-2.79227, 52.70893, Royal Shrewsbury Hospital - Shrewsbury, GB-United Kingdom, +44 1743-26100
-3.01681, 53.82093, Victoria Hospital Staining, GB-United Kingdom, +44 1253-30000
-2.36917, 53.45423, Trafford General Hospital Urmston, GB-United Kingdom, +44 161-748402
-3.02742, 53.38314, St Catherines Hospital, GB-United Kingdom, +44 151 678 7272
-1.98129, 51.33917, Green Lane Hospital, GB-United Kingdom, +44 1380 731200
-3.26621, 55.94446, BUPA Murrayfield Hospital, GB-United Kingdom, +44 131 334 0363
-2.35450, 51.68059, Tyndale Mental Health Centre, GB-United Kingdom, +44 1453 562390
-2.65758, 53.77163, Ribbleton Hospital, GB-United Kingdom, +44 1772 401600
-1.65104, 53.70142, Dewsbury District Hospital, GB-United Kingdom, +44 1924 512000
-2.05556, 52.34431, Health Services In Worcestershire, GB-United Kingdom, +44 1527 488058
-2.09365, 54.97051, Hexham General Hospital, GB-United Kingdom, +44 1434 655655
-3.22322, 57.46877, Fleming Cottage Hospital, GB-United Kingdom, +44 1340 871464
-1.30960, 53.68975, Pontefract General Infirmary NHS Trust, GB-United Kingdom, +44 1977 600600
-3.26801, 54.20893, Millom, GB-United Kingdom, +44 1229 772631
-2.18312, 52.19237, Audilogy and Hearing Aid Services, GB-United Kingdom, +44 1905 760171
-4.36420, 55.83516, Leverndale Hospital, GB-United Kingdom, +44 141 211 6400
-2.99277, 56.45792, Hawkhill Day Hospital, GB-United Kingdom, +44 1382 668300
-3.22510, 51.49441, Rookwood Hospital, GB-United Kingdom, +44 29 2056 6281
-1.82671, 53.85007, Bingley Hospital, GB-United Kingdom, +44 1274 563438
-0.33800, 51.56707, Bell Dr G, GB-United Kingdom, +44 20 8966 7000
-0.19216, 50.84156, Nevill Hospital, GB-United Kingdom, +44 1273 821680
-1.14597, 53.49483, Doncaster Central P C T, GB-United Kingdom, +44 1302 796456
-0.98740, 51.14039, Basingstoke and Alton Cardiac Rehabilitation Centre, GB-United Kingdom, +44 1420 544794
0.18782, 51.58407, Victoria Hospital - X-Ray, GB-United Kingdom, +44 1708 742461
1.68027, 52.32949, Southwold and District Hospital, GB-United Kingdom, +44 1502 723333
-3.22512, 55.97468, Ferryfield House, GB-United Kingdom, +44 131 537 6246
-1.73857, 54.40528, Friary Hospital The, GB-United Kingdom, +44 1748 822109
-1.46825, 54.83880, Brook House, GB-United Kingdom, +44 191 584 2717
-0.47411, 51.89423, Cobham Clinic, GB-United Kingdom, +44 1582 497433
-2.07141, 53.49153, Pennine Care NHS Trust, GB-United Kingdom, +44 161 331 5151
-3.23964, 50.68160, Sidmouth Victoria Hospital, GB-United Kingdom, +44 1395 512482
-2.98358, 56.46642, Threshold Day Hospital, GB-United Kingdom, +44 1382 322026
1.22988, 52.49101, Cygnet House, GB-United Kingdom, +44 1508 532317
-0.33270, 51.56495, Clementine Churchill Hospital, GB-United Kingdom, +44 20 8872 3872
-0.17734, 51.60656, Finchley Memorial Hospital, GB-United Kingdom, +44 20 8349 6300
-2.84029, 55.55324, Care and Treatment Abroad, GB-United Kingdom, +44 141 631 5279
-1.94171, 52.45059, Queen Elizabeth Psychiatric Hospital, GB-United Kingdom, +44 121 678 2000
-2.32752, 52.12166, St Annes Orchard Psychiatric Day Hospital, GB-United Kingdom, +44 1684 561659
-0.25105, 51.46248, The Priory Hospital - Roehampton, GB-United Kingdom, +44 20 8876 8261
-2.12975, 51.89186, Cheltenham and Gloucester Nuffield Hospital, GB-United Kingdom, +44 1242 246500
-1.49186, 53.69803, Fieldhead Hospital, GB-United Kingdom, +44 1924 327000
-0.14974, 51.51967, Heart Hospital The, GB-United Kingdom, +44 20 7573 8888
-2.73272, 54.30550, Westmorland General Hospital Kendal, GB-United Kingdom, +44 1539-73228
-1.91124, 52.28129, Hill Crest, GB-United Kingdom, +44 1527 500575
-1.45036, 50.88462, Priory Hospital, GB-United Kingdom, +44 23 8084 0044
-1.05011, 50.79705, St James Hospital, GB-United Kingdom, +44 23 9282 2444
-0.19760, 51.11659, Crawley Hospital, GB-United Kingdom, +44 1293 600300
-0.14450, 51.52319, Portland Hospital, GB-United Kingdom, +44 20 7580 4400
-1.99829, 52.51856, Edward Street Day Hospital, GB-United Kingdom, +44 121 607 3186
-3.79079, 56.00078, Health Services, GB-United Kingdom, +44 1324 611722
-1.49349, 53.37846, Royal Hallamshire Hospital, GB-United Kingdom, +44 114 271 1900
-0.80606, 54.13777, Malton and Norton District Maiden Greve Malton, GB-United Kingdom, +44 1653-69304
-1.51559, 52.91150, Royal Derby Hospital - A+E, GB-United Kingdom, +44 1332 340131
-2.05378, 52.48122, Occupational Therapy, GB-United Kingdom, +44 121 607 3511
-1.32260, 51.04751, Hospital Of St Cross The, GB-United Kingdom, +44 1962 878218
-0.10611, 51.00841, Nuffield Hospital Haywards Heath, GB-United Kingdom, +44 1444 456999
-3.67281, 50.79184, Crediton Hospital, GB-United Kingdom, +44 1363 775588
-5.08611, 50.15570, Falmouth Hospital, GB-United Kingdom, +44 1326 434700
0.00264, 51.57881, Whipps Cross University Hospital, GB-United Kingdom, +44 20 8539 5522
-2.77144, 52.69225, Shropshire Nuffield Hospital The, GB-United Kingdom, +44 1743 282500
-0.50290, 50.80776, Zachary Merton Hospital, GB-United Kingdom, +44 1903 858100
-1.91671, 52.67080, Hammerwich Hospital, GB-United Kingdom, +44 1543 686224
-0.01705, 51.45431, University Hospital Of Lewisham NHS Trust, GB-United Kingdom, +44 20 8333 3000
-2.47852, 53.11858, South Cheshire Private Hospital, GB-United Kingdom, +44 1270 500411
-0.61731, 54.48393, Tees North East Yorkshire NHS Trust, GB-United Kingdom, +44 1947 824333
-2.47584, 53.11769, Mid Cheshire Hospitals NHS Trust, GB-United Kingdom, +44 1270 255141
-1.21081, 51.75370, Nuffield Orthopaedic NHS Trust, GB-United Kingdom, +44 1865 741155
-2.78808, 55.96027, Herdmanflat Hospital, GB-United Kingdom, +44 131 536 8300
-1.90346, 50.72075, Dorset Healthcare NHS Trust, GB-United Kingdom, +44 1202 763253
-4.13164, 53.21420, Minffordd Hendrewen, GB-United Kingdom, +44 1248 352308
-2.13204, 53.38377, Stepping Hill Hospital, GB-United Kingdom, +44 161 483 1010
-3.59751, 55.05531, Dumfries and Galloway Royal Infirmary Dumfries, GB-United Kingdom, +44 1387-24624
-3.04414, 53.38227, Ashton House Hospital, GB-United Kingdom, +44 151 653 9660
1.23851, 52.79317, St Michaels Hospital, GB-United Kingdom, +44 1263 732341
-0.13810, 51.51898, Middlesex Hospital, GB-United Kingdom, +44 20 7636 8333
-2.14038, 53.26268, Macclesfield District General Hospital, GB-United Kingdom, +44 1625 421000
-4.33177, 51.85745, St Davids Hospital, GB-United Kingdom, +44 1267 237481
-2.29220, 54.06953, Castleberg Hospital, GB-United Kingdom, +44 1729 823515
-1.32595, 51.40280, Newbury and Community PCT, GB-United Kingdom, +44 1635 42400
-2.22920, 51.86554, Fresenenuf medical Care Ltd, GB-United Kingdom, +44 845 422 6848
-4.49164, 55.83468, Elderslie Hospital, GB-United Kingdom, +44 1505 323301
-0.33344, 51.22597, Dorking Hospital, GB-United Kingdom, +44 1737 768511
-1.08342, 52.61465, BUPA Hospital - Leicester, GB-United Kingdom, +44 116 272 0888
-4.50906, 55.84313, Johnstone Hospital, GB-United Kingdom, +44 1505 331471
-0.15049, 51.48650, Lister Hospital, GB-United Kingdom, +44 20 7730 3417
-1.32080, 52.98809, Ilkeston Community Hospital, GB-United Kingdom, +44 115 930 5522
-2.51176, 52.71165, Princess Royal Hospital Telford, GB-United Kingdom, +44 1952-64122
-1.92826, 50.69968, Pine Cottage, GB-United Kingdom, +44 1202 706143
-2.89782, 53.42123, Alder Heys Royal Liverpool Childrens NHS Trust, GB-United Kingdom, +44 151 228 4811
-1.70196, 53.90149, Health Services In Leeds, GB-United Kingdom, +44 113 292 2207
-2.11847, 52.50103, Russells Hall Hospital High Street Pensnett, GB-United Kingdom, +44 1384-45611
-2.92551, 53.38043, Mossley Hill Hospital, GB-United Kingdom, +44 151 250 3000
-0.17545, 51.53347, Hospital Of St John and St Elizabeth, GB-United Kingdom, +44 20 7806 4000
-3.17009, 56.11781, Forthpark Hospital, GB-United Kingdom, +44 1592 643355
-1.44605, 50.92525, Western Community Hospital, GB-United Kingdom, +44 23 8047 5400
-2.53883, 51.48315, Blackberry Hill Hospital, GB-United Kingdom, +44 117 965 6061
-1.67238, 53.21873, High Peak and Dales Primary Care Trust, GB-United Kingdom, +44 1629 817931
-1.15328, 52.63524, Bennion Centre The, GB-United Kingdom, +44 116 250 2550
-1.10900, 53.53128, Doncaster Intake, GB-United Kingdom, +44 1302-36666
-1.86116, 52.60222, BUPA Little Aston Hospital, GB-United Kingdom, +44 121 353 2444
-2.95428, 57.54155, Turner Memorial Hospital, GB-United Kingdom, +44 1542 882526
-2.67635, 53.66088, Capio Euxton Hall Hospital, GB-United Kingdom, +44 1257 276261
-0.30043, 51.46669, Richmond Royal Hospital, GB-United Kingdom, +44 20 8940 3331
-5.42438, 50.18037, Marie Therese House, GB-United Kingdom, +44 1736 753234
-4.29594, 55.87093, Western Infirmary, GB-United Kingdom, +44 141 211 2000
-2.61359, 51.47023, Cabot Community Mental Health Team, GB-United Kingdom, +44 117 973 5142
-5.24517, 50.22951, Cambourne Redruth Community Hospital, GB-United Kingdom, +44 1209 881688
0.89498, 51.90629, Motson R, GB-United Kingdom, +44 1206 752121
0.10324, 51.41862, Queen Marys Hospital NHS Trust, GB-United Kingdom, +44 20 8302 2678
-3.93599, 52.99211, Ffestiniog Memorial Hospital, GB-United Kingdom, +44 1766 831281
0.75052, 52.41501, Thetford Cottage Hospital, GB-United Kingdom, +44 1842 752499
0.13166, 51.45717, Upton Centre, GB-United Kingdom, +44 20 8301 7900
0.12402, 51.70339, Spencer Close Services For People With Learning Disabilities, GB-United Kingdom, +44 1279 827303
-4.11513, 50.37849, Mount Gould Hospital, GB-United Kingdom, +44 1752 268011
-2.00460, 55.77338, Berwick Infirmary, GB-United Kingdom, +44 1289 356600
-1.55132, 50.76120, Lymington Hospital, GB-United Kingdom, +44 1590 677011
-0.25362, 51.27157, Priory Hospital Sturt The, GB-United Kingdom, +44 1737 814488
-0.09219, 51.58067, Barnet Enfield Haringey NHS Trust, GB-United Kingdom, +44 20 8442 6000
-3.51346, 50.71659, Mardon Euro Rehab Centre, GB-United Kingdom, +44 1392 208580
-0.44999, 53.75883, Hull and Holderness Community Health NHS Trust, GB-United Kingdom, +44 1482 650060
-1.23165, 51.74725, Manzil Day Hospital, GB-United Kingdom, +44 1865 455800
0.89547, 51.89534, Northgate Centre Day Hospital, GB-United Kingdom, +44 1206 287340
-1.17778, 50.86041, St Christophers Hospital, GB-United Kingdom, +44 1329 286321
0.61610, 51.08664, Benenden Hospital, GB-United Kingdom, +44 1580 240333
-3.03605, 55.93682, Edenhall Hospital, GB-United Kingdom, +44 131 536 8000
-2.60379, 51.46211, Bristol Homoeopathic Hospital, GB-United Kingdom, +44 117 973 1231
-0.51644, 53.23380, Lincoln County Hospital Lincoln, GB-United Kingdom, +44 1522-51251
-3.81605, 51.64649, Neath General Hospital, GB-United Kingdom, +44 1639 862000
-1.47274, 53.53733, Mount Vernon Hospital, GB-United Kingdom, +44 1226 777835
-3.58898, 57.60294, Leanchoil Hospital, GB-United Kingdom, +44 1309 672284
-1.82928, 52.47958, Birmingham Heartlands Hospital Bordesley Green, GB-United Kingdom, +44 121-424200
-0.23668, 51.51650, Hammersmith Hospital NHS Trust, GB-United Kingdom, +44 20 8383 1000
1.72022, 52.56096, James Paget Hospital Great Yarmouth, GB-United Kingdom, +44 1493-45245
0.39999, 52.25088, Local Health Partnerships NHS Trust, GB-United Kingdom, +44 1638 564025
-2.96495, 58.97671, Balfour Hospital, GB-United Kingdom, +44 1856 888000
-0.38277, 50.80955, Acre Day Hospital, GB-United Kingdom, +44 1903 216807
-4.60485, 55.49257, Biggart Hospital, GB-United Kingdom, +44 1292 470611
-1.07146, 52.64384, Nuffield Hospital, GB-United Kingdom, +44 116 276 9401
-4.31916, 55.88356, Gartnavel Royal Hospital, GB-United Kingdom, +44 141 211 3600
-2.69458, 53.32324, Halton General Hospital, GB-United Kingdom, +44 1928 714567
-3.53302, 50.46649, Community Mental Health Team, GB-United Kingdom, +44 1803 214597
-3.86076, 56.61830, Aberfeldy Cottage Hospital, GB-United Kingdom, +44 1887 820314
-2.78383, 53.80078, Priory Hospital Lancashire The, GB-United Kingdom, +44 1772 691122
-3.20262, 51.44966, Llandough Hospital NHS Trust, GB-United Kingdom, +44 29 2071 1711
-3.92536, 54.93914, Castle Douglas Hospital Academy Street Castle Douglas, GB-United Kingdom, +44 1556-50233
-2.95478, 56.43247, Netherlea Hospital, GB-United Kingdom, +44 1382 543233
-3.84811, 55.80995, Hartwood Hospital, GB-United Kingdom, +44 1698 245000
-0.10798, 51.42350, British Home and Hospital For Incurables, GB-United Kingdom, +44 20 8670 8261
-0.43472, 54.28173, Scarborough and North East Yorkshire NHS Trust, GB-United Kingdom, +44 1723 368111
-1.85727, 53.70531, Calderdale Royal Hospital The, GB-United Kingdom, +44 1422 357171
0.11340, 52.24476, BUPA Cambridge Lea Hospital, GB-United Kingdom, +44 1223 266900
1.38663, 51.37646, East Kent NHS and Social Care Partnership Trust, GB-United Kingdom, +44 1843 234409
-1.76234, 52.42100, BUPA Parkway Hospital, GB-United Kingdom, +44 121 704 1451
-1.96459, 52.50607, Halam Street Hospital, GB-United Kingdom, +44 121 607 3900
-0.24177, 51.45490, Queen Marys Hospital, GB-United Kingdom, +44 20 8789 6611
0.28327, 50.77388, Roborough Day Hospital, GB-United Kingdom, +44 1323 638972
-4.39603, 52.90836, Bryn Beryl Hospital, GB-United Kingdom, +44 1758 701122
-0.69367, 51.69050, Chiltern Hospital The, GB-United Kingdom, +44 1494 890890
-0.15304, 51.52234, Princess Grace Hospital, GB-United Kingdom, +44 20 7486 1234
-5.02175, 54.89921, Dalrymple Hospital, GB-United Kingdom, +44 1776 706900
-1.13480, 52.62782, Leicester Royal Infirmary, GB-United Kingdom, +44 116 254 1414
-3.04332, 53.41698, Victoria Central Hospital, GB-United Kingdom, +44 151 678 7272
-0.23592, 51.54272, Willesden Community Hospital, GB-United Kingdom, +44 20 8459 1292
-2.32097, 53.48621, Hope Hospital - Meadowgate Road, GB-Salford, +44 161-789737
-3.34625, 56.58600, Blairgowrie Cottage Hospital, GB-United Kingdom, +44 1250 874466
-3.57162, 51.51766, Day Hospital Princess Of Wales, GB-United Kingdom, +44 1656 720542
-2.17134, 52.59361, Wolverhampton Nuffield Hospital, GB-United Kingdom, +44 1902 754177
-0.18148, 51.48427, Chelsea and Westminster Hospital, GB-United Kingdom, +44 20 8746 8000
-4.92540, 55.75889, Lady Margaret Hospital, GB-United Kingdom, +44 1475 530307
-3.00486, 51.61796, St Josephs Hospital, GB-United Kingdom, +44 1633 820300
-1.48201, 50.99208, Romsey Hospital, GB-United Kingdom, +44 1794 512343
-3.34376, 51.59804, Pontypridd and Rhondda NHS Trust, GB-United Kingdom, +44 1443 406834
-0.27112, 51.60553, Edgware Community Hospital, GB-United Kingdom, +44 20 8952 2381
-1.46741, 55.02573, North Tyneside General North Shields, GB-United Kingdom, +44 191-259666
-0.84621, 51.41046, Wokingham Primary Care Trust, GB-United Kingdom, +44 118 949 5000
-1.78613, 51.52535, Ridgeway Hospital The, GB-United Kingdom, +44 1793 814848
-1.93100, 52.48703, Dudley Road Hospital - Dudley Road, GB-Hockley, +44 121-554380
-1.47089, 53.80657, Seacroft Hospital, GB-United Kingdom, +44 113 264 8164
-0.35298, 51.81903, Harpenden Memorial Hospital, GB-United Kingdom, +44 1582 760196
-2.99135, 56.46164, Ninewells Hospital and Medical School, GB-United Kingdom, +44 1382 660111
1.08708, 51.26661, East Kent Hospitals, GB-United Kingdom, +44 1227 766877
-1.28357, 51.06242, Leigh House Hospital, GB-United Kingdom, +44 1962 825800
-2.57631, 53.33746, BUPA - North Cheshire Hospital, GB-United Kingdom, +44 1925 265000
-1.92126, 53.26243, High Peak and Dales Primary Care NHS Trust, GB-United Kingdom, +44 1298 212800
-0.16811, 51.45629, Bolingbroke Hospital, GB-United Kingdom, +44 20 7223 7411
-4.45192, 50.46074, Liskeard Community Hospital, GB-United Kingdom, +44 1579 335600
0.19014, 51.42827, Bracton Centre, GB-United Kingdom, +44 1322 294300
-2.24225, 51.88054, Winfield Hospital, GB-United Kingdom, +44 1452 331111
-4.10912, 51.77141, Mynydd Mawr Hospital, GB-United Kingdom, +44 1269 841343
-3.13915, 55.88124, Loanhead Hospital, GB-United Kingdom, +44 131 440 0174
-1.96653, 50.74754, Delphwood, GB-United Kingdom, +44 1202 659037
0.12511, 51.70475, St Margarets Hospital, GB-United Kingdom, +44 1992 561666
-2.85543, 53.40953, St Bartholomews Day Hospital, GB-United Kingdom, +44 151 489 6241
0.02873, 51.58380, Mellmead House Day Hospital, GB-United Kingdom, +44 20 8491 2181
-1.59277, 53.74656, Peel Court Rehab Unit, GB-United Kingdom, +44 113 295 4150
-3.23112, 51.56966, Caerphilly District Miners Hospital, GB-United Kingdom, +44 29 2085 1811
-2.74158, 55.59599, Borders General Hospital Melrose, GB-United Kingdom, +44 1896-75433
-3.25820, 52.00973, Bronllys Hospital, GB-United Kingdom, +44 1874 711255
-2.10999, 52.59205, Wolverhampton New Cross Hospital, GB-United Kingdom, +44 1902 307999
-2.97750, 53.63327, Southport Hospital Southport, GB-United Kingdom, +44 1704-54747
-1.41239, 53.04700, Ripley Hospital, GB-United Kingdom, +44 1773 743456
-3.17510, 52.97264, Llangollen Community Hospital, GB-United Kingdom, +44 1978 860226
-0.21405, 51.65111, Barnet General Hospital, GB-United Kingdom, +44 20 8216 4000
-7.49541, 56.95427, St Brendans Home and Hospital, GB-United Kingdom, +44 1871 810465
1.23191, 52.67226, Hellesdon Hospital, GB-United Kingdom, +44 1603 421421
-0.30517, 51.70469, Hertfordshire Partnership NHS Trust Harperbury, GB-United Kingdom, +44 1923 854861
-3.00555, 53.04558, Wrexham Maelor Hospital Dolydd Road Wrexham, GB-United Kingdom, +44 1978-29110
-0.29027, 51.37933, Tolworth Hospital, GB-United Kingdom, +44 20 8390 0102
-1.51908, 53.80728, St James University Hospital, GB-United Kingdom, +44 113 243 3144
-0.12221, 51.52219, National Hospital For Neurology and Neuro Surgery, GB-United Kingdom, +44 20 7837 3611
-1.58581, 52.29360, South Warwickshire Primary Care Trust, GB-United Kingdom, +44 1926 497171
-3.03402, 51.82464, Nevill Hall Hospital, GB-United Kingdom, +44 1873 732732
-1.44849, 54.66189, Sedgefield Community Hospital, GB-United Kingdom, +44 1740 626600
-1.47632, 52.51177, George Eliot Hospital Cornish Crescent, GB-Nuneaton, +44 24-7635135
-0.19037, 51.34362, Royal Marsden Hospital The, GB-United Kingdom, +44 20 8642 6011
0.21751, 51.54753, Havering Primary Care NHS Trust, GB-United Kingdom, +44 1708 465000
-2.84589, 51.43791, Clevedon Hospital, GB-United Kingdom, +44 1275 872212
-4.13893, 50.38062, Royal Eye Infirmary, GB-United Kingdom, +44 1752 315123
0.09869, 51.53889, Barking Hospital, GB-United Kingdom, +44 20 8983 8000
-1.25810, 54.56147, West Lane Hospital, GB-United Kingdom, +44 1642 813144
-0.09547, 50.98182, Hurstwood Park Neurological Centre, GB-United Kingdom, +44 1444 441881
-2.26756, 53.94318, Abbey Gisburn Park Hospital, GB-United Kingdom, +44 1200 445693
-3.47634, 51.20657, Minehead Hospital, GB-United Kingdom, +44 1643 707251
-1.47514, 52.51200, George Eliot Hospital, GB-United Kingdom, +44 24 7635 1351
-3.49636, 53.27178, Conwy and Denbighshire NHS Trust, GB-United Kingdom, +44 1745 583910
-1.65697, 52.81886, Queens Hospital Belvedere Road Burton Upon Trent, GB-United Kingdom, +44 1283-56499
-2.35827, 53.38298, St Annes Hospital, GB-United Kingdom, +44 161 929 5156
-1.92792, 50.69861, St Anns Hospital, GB-United Kingdom, +44 1202 708881
-2.98603, 53.63932, Geriatric Day Hospital, GB-United Kingdom, +44 1704 547471
-1.65238, 50.74835, Locality Mental Health Team, GB-United Kingdom, +44 1425 622922
-3.01895, 56.31884, Fife Primary Care NHS Trust, GB-United Kingdom, +44 1334 652163
-0.16400, 51.36035, Carshalton War Memorial Hospital, GB-United Kingdom, +44 20 8647 5534
-0.00274, 51.13510, Queen Victoria Hospital NHS Trust The, GB-United Kingdom, +44 1342 414000
0.17885, 51.57147, Oldchurch Hospital, GB-United Kingdom, +44 1708 746090
1.56233, 52.45417, Beccles and District War Memorial Hospital, GB-United Kingdom, +44 1502 719800
-1.53016, 52.89356, Nuffield Hospital - Derby, GB-United Kingdom, +44 1332 540100
