-0.13648, 51.51021, 10 Room, GB-London
-0.09332, 51.51711, Nylon, GB-London
-0.13131, 51.51276, 230, GB-London
-0.17856, 51.55665, Toast, GB-London
-0.18892, 51.50237, Tenth Bar, GB-London
-0.14275, 51.52012, Mash, GB-London
-0.21827, 51.52871, William Fourth, GB-London
-0.15708, 51.47421, G II, GB-London
-0.02870, 51.47535, Paradise, GB-London
-0.13202, 51.50884, Tiger Tiger, GB-London
-0.19450, 51.50941, Notting Hill Arts Club, GB-London
-0.13926, 51.50759, 57 Jermyn St, GB-London
-0.13078, 51.51340, Manto, GB-London
-0.13353, 51.51206, Yard, GB-London
-0.09448, 51.52896, Progress Inn, GB-London
-0.18165, 51.41634, Common Room, GB-London
-0.19579, 51.55797, Elbow Room, GB-London
-0.13110, 51.51426, Candy, GB-London
-0.11081, 51.50173, Cubana, GB-London
-0.19602, 51.50917, Blag Club, GB-London
-0.13687, 51.51431, Yo! Below, GB-London
-0.07879, 51.52086, Light Bar & Restaurant, GB-London
-0.10379, 51.51904, Smiths of Smithfield, GB-London
-0.13364, 51.46338, Loaffers Bar, GB-London
-0.20154, 51.52293, Woody's, GB-London
-0.13883, 51.51104, Elysium, GB-London
-0.13418, 51.51462, Revolution, GB-London
