-5.09577, 55.49270, Scottish Youth Hostels Association, GB-United Kingdom, +44 1770 700339
-5.07781, 52.01348, Pwll Deri Youth Hostel, GB-United Kingdom, +44 1348 891385
-3.95095, 52.72569, Youth Hostels Association, GB-United Kingdom, +44 1341 422392
-2.64101, 51.73729, Youth Hostels Association, GB-United Kingdom, +44 1594 530272
-2.29482, 53.44802, Manchester Bunkhouses, GB-United Kingdom, +44 161 865 9296
-3.72982, 56.70682, Pitlochry Youth Hostel, GB-United Kingdom, +44 1796 472308
-4.21251, 57.48034, Inverness Milburn Youth Hostel, GB-United Kingdom, +44 1463 231771
-2.27538, 54.09722, Stainforth Youth Hostel, GB-United Kingdom, +44 870 770 6046
-4.53051, 57.94908, Scottish Youth Hostel Association, GB-United Kingdom, +44 1549 421232
-1.06657, 53.19747, Sherwood Forest Youth Hostel, GB-United Kingdom, +44 1623 825794
-3.84268, 52.65481, Canolfan Corris Hostel, GB-United Kingdom, +44 1654 761686
-4.11418, 51.20827, Ilfracombe Youth Hostel, GB-United Kingdom, +44 1271 865337
-2.48377, 54.61985, Youth Hostels Association, GB-United Kingdom, +44 17683 51236
-3.56007, 51.80288, Youth Hostels Association, GB-United Kingdom, +44 1639 720301
-1.07752, 50.84661, Youth Hostels Association, GB-United Kingdom, +44 23 9237 5661
-2.73503, 52.22971, Leominster Youth Hostel, GB-United Kingdom, +44 1568 620517
-2.01414, 55.54358, Youth Hostels Association, GB-United Kingdom, +44 1668 281365
-3.90703, 52.22601, Youth Hostels Association, GB-United Kingdom, +44 1974 298441
-0.37935, 51.25268, Tanners Hatch, GB-United Kingdom, +44 1306 877964
-3.99529, 50.73135, Okehampton Youth Hostel, GB-United Kingdom, +44 1837 53916
-3.77851, 55.39821, Scottish Youth Hostels Association, GB-United Kingdom, +44 1659 74252
-0.11651, 51.52912, Budget Accomodation, GB-United Kingdom, +44 20 7837 2830
-2.32982, 52.09480, Youth Hostels Association, GB-United Kingdom, +44 1684 569131
-4.78263, 51.64253, Manorbier Youth Hostel, GB-United Kingdom, +44 1834 871803
0.39392, 52.75192, Youth Hostels Association, GB-United Kingdom, +44 870 770 5902
-4.64112, 56.15744, Rowardennan Youth Hostel, GB-United Kingdom, +44 1360 870259
-5.90320, 57.06226, Scottish Youth Hostels Association, GB-United Kingdom, +44 1599 534255
-0.12619, 51.52861, Y H A St Pancras (International), GB-United Kingdom, +44 20 7388 9998
-0.59405, 51.60961, Jordans Youth Hostel, GB-United Kingdom, +44 1494 873135
-1.08259, 50.78121, Southsea Backpackers Lodge, GB-United Kingdom, +44 23 9283 2495
-1.08595, 53.95614, York Youth Hotel, GB-United Kingdom, +44 1904 625904
-5.55809, 50.11791, Youth Hostels Association, GB-United Kingdom, +44 1736 362666
-4.32160, 56.47281, Scottish Youth Hostels Association, GB-United Kingdom, +44 1567 820546
-2.98115, 54.54770, Youth Hostels Association, GB-United Kingdom, +44 17684 82269
-3.78328, 50.22306, Youth Hostels Association, GB-United Kingdom, +44 1548 842856
-0.22017, 51.44852, Annesley House, GB-United Kingdom, +44 20 8788 9737
-1.89341, 53.48955, Youth Hostels Association, GB-United Kingdom, +44 1457 852135
-5.16034, 50.34570, Y H A, GB-United Kingdom, +44 1872 573812
0.55814, 51.35788, Youth Hostels Association, GB-United Kingdom, +44 1634 400788
-3.47098, 51.18783, Youth Hostels Association, GB-United Kingdom, +44 1643 702595
-4.75718, 57.34501, Glenaffric Back Packers Hostel, GB-United Kingdom, +44 1456 415263
-2.59434, 51.85659, Welsh Bicknor Youth Hostel, GB-United Kingdom, +44 1594 860300
-4.13526, 53.06256, Youth Hostels Association, GB-United Kingdom, +44 1286 650391
-5.72740, 57.27299, Scottish Youth Hostels Association, GB-United Kingdom, +44 1599 534585
-3.18364, 55.95753, A1-Playfair House Hostel, GB-United Kingdom, +44 131 478 0007
-2.37280, 55.31807, Youth Hostels Association, GB-United Kingdom, +44 1830 520425
-1.15023, 52.96131, Igloo Backpackers Hostel, GB-United Kingdom, +44 115 947 5250
-3.64140, 51.13269, Youth Hostels Association, GB-United Kingdom, +44 1643 831288
-5.48017, 56.42002, Scottish Youth Hostels Association, GB-United Kingdom, +44 1631 562025
-2.90365, 53.17955, Y H A (England & Wales) Ltd, GB-United Kingdom, +44 1244 680056
-1.16761, 52.97330, Karibu Trust Hostel, GB-United Kingdom, +44 115 911 0770
